y,t,g,Q
1.0,0,0.2706596851348877,0.9994202256202698
1.0,0,0.8001007437705994,0.9766115546226501
1.0,0,0.8130072355270386,0.9999068975448608
1.0,0,0.47215548157691956,0.9147783517837524
1.0,0,0.8119409680366516,0.9999215602874756
1.0,0,0.8119409680366516,1.0000747442245483
1.0,0,0.3340776264667511,0.9999215602874756
1.0,0,0.32826828956604004,1.0000747442245483
1.0,0,0.4468504786491394,1.0000802278518677
1.0,0,0.3392234146595001,0.9999215602874756
1.0,0,0.4753211438655853,0.9147783517837524
1.0,0,0.4468504786491394,0.9999068975448608
0.0,0,0.5308358669281006,0.0005979359848424792
0.0,0,0.5308358669281006,0.0006287116557359695
1.0,0,0.8451278209686279,0.9170651435852051
0.0,0,0.4678732454776764,0.2296667844057083
1.0,0,0.5424838662147522,0.05939048156142235
1.0,0,0.44199857115745544,0.9068639278411865
1.0,0,0.46137741208076477,0.9068639278411865
1.0,0,0.46137741208076477,0.9109954833984375
1.0,0,0.49201110005378723,0.9109954833984375
0.0,0,0.5676454901695251,0.000646950036752969
1.0,0,0.9289464950561523,0.9999215602874756
1.0,0,0.46137741208076477,0.9055736064910889
1.0,0,0.4753211438655853,0.9109954833984375
0.0,0,0.08049546182155609,0.9995262026786804
1.0,0,0.47215548157691956,0.9147783517837524
1.0,0,0.47215548157691956,0.9055736064910889
1.0,0,0.08049546182155609,0.9930024743080139
1.0,0,0.17767766118049622,0.9979825019836426
1.0,0,0.1571233868598938,0.999920666217804
1.0,0,0.21136640012264252,0.999920666217804
1.0,0,0.44199857115745544,0.9373893141746521
1.0,0,0.47215548157691956,0.9147783517837524
0.0,0,0.7352930307388306,0.09419199824333191
1.0,0,0.06474117934703827,0.9985136389732361
1.0,0,0.17767766118049622,0.9985136389732361
0.0,0,0.17767766118049622,0.9979825019836426
1.0,0,0.06474117934703827,1.0062178373336792
1.0,0,0.2414424866437912,0.9999068975448608
1.0,0,0.32601428031921387,1.0000802278518677
1.0,0,0.8476034998893738,1.0002964735031128
1.0,0,0.44199857115745544,0.9068639278411865
1.0,0,0.6991275548934937,1.0000747442245483
1.0,0,0.7576267123222351,0.9751725196838379
1.0,0,0.7576267123222351,0.9751725196838379
1.0,0,0.6582114696502686,1.0000747442245483
1.0,0,0.6464369893074036,0.0003467592177912593
1.0,0,0.6004295945167542,0.9769142866134644
1.0,0,0.44199857115745544,0.9147783517837524
1.0,0,0.49201110005378723,0.9068639278411865
1.0,0,0.4753211438655853,0.9147783517837524
1.0,0,0.46137741208076477,0.9147783517837524
1.0,0,0.230307474732399,0.999920666217804
1.0,0,0.230307474732399,0.999920666217804
1.0,0,0.29038307070732117,1.0000802278518677
1.0,0,0.47215548157691956,0.9147783517837524
0.0,0,0.37456265091896057,0.9983713626861572
1.0,0,0.4753211438655853,0.9068639278411865
0.0,0,0.7552607655525208,0.3360259532928467
1.0,0,0.8339917659759521,0.9996418356895447
0.0,0,0.6645640730857849,1.071597933769226
0.0,0,0.5715011954307556,0.0003467592177912593
1.0,0,0.4753211438655853,0.9373893141746521
1.0,0,0.49201110005378723,0.9373893141746521
1.0,0,0.18431712687015533,0.002450930420309305
1.0,0,0.16394111514091492,1.0000802278518677
1.0,0,0.15228532254695892,1.0000747442245483
0.0,0,0.22817088663578033,0.9996366500854492
1.0,0,0.18780075013637543,1.0000802278518677
1.0,0,0.667646050453186,0.9956393241882324
1.0,0,0.23742462694644928,1.0000802278518677
1.0,0,0.7552607655525208,0.9943015575408936
1.0,0,0.4753211438655853,0.9068639278411865
0.0,0,0.49201110005378723,0.9109954833984375
0.0,0,0.4974615275859833,0.0025937717873603106
1.0,0,0.7970366477966309,0.9944619536399841
1.0,0,0.7970366477966309,0.9944165349006653
1.0,0,0.47215548157691956,0.9068639278411865
1.0,0,0.44199857115745544,0.9373893141746521
1.0,0,0.07763500511646271,0.9999068975448608
1.0,0,0.07899192720651627,1.0000802278518677
1.0,0,0.06737179309129715,1.0000747442245483
1.0,0,0.06737179309129715,0.9999215602874756
1.0,0,0.08842481672763824,1.0000747442245483
1.0,0,0.07163095474243164,0.999920666217804
0.0,0,0.7576267123222351,1.0012224912643433
1.0,0,0.4753211438655853,0.9055736064910889
1.0,0,0.4753211438655853,0.9068639278411865
0.0,0,0.8451278209686279,0.997902512550354
0.0,0,0.5882592797279358,0.0003467592177912593
0.0,0,0.36846330761909485,0.0006287116557359695
1.0,0,0.46137741208076477,0.9068639278411865
1.0,0,0.47215548157691956,0.9147783517837524
0.0,1,0.44199857115745544,0.8461412787437439
1.0,1,0.3340776264667511,0.9998732805252075
1.0,1,0.3340776264667511,0.9998008608818054
1.0,1,0.4753211438655853,0.8292424082756042
1.0,1,0.6377970576286316,0.9990562796592712
0.0,1,0.48931950330734253,-0.22416330873966217
1.0,1,0.854749858379364,0.9992459416389465
1.0,1,0.9044874906539917,0.9989749193191528
0.0,1,0.46137741208076477,0.8333625197410583
0.0,1,0.6175848245620728,0.0019024473149329424
0.0,1,0.5308358669281006,0.046529386192560196
1.0,1,0.44199857115745544,0.8461412787437439
0.0,1,0.46137741208076477,0.8292424082756042
1.0,1,0.49201110005378723,0.7805028557777405
1.0,1,0.4753211438655853,0.8461412787437439
1.0,1,0.37456265091896057,0.005940882954746485
1.0,1,0.49201110005378723,0.8333625197410583
1.0,1,0.07163095474243164,0.9999215602874756
1.0,1,0.2646520435810089,0.026140673086047173
1.0,1,0.46137741208076477,0.8461412787437439
0.0,1,0.08049546182155609,0.9777907133102417
1.0,1,0.44199857115745544,0.8461412787437439
1.0,1,0.4753211438655853,0.8293384909629822
1.0,1,0.4753211438655853,0.8293384909629822
0.0,1,0.8476034998893738,0.9998607635498047
1.0,1,0.6760909557342529,0.9998732805252075
1.0,1,0.6843609809875488,0.9998732805252075
0.0,1,0.6464369893074036,0.0005592675297521055
0.0,1,0.6464369893074036,0.0006147214444354177
0.0,1,0.5882592797279358,-0.0002208552905358374
1.0,1,0.6991275548934937,0.9998732805252075
0.0,1,0.4753211438655853,0.8333625197410583
1.0,1,0.7598602175712585,0.9999215602874756
1.0,1,0.8515426516532898,0.9998008608818054
1.0,1,0.7598602175712585,0.9998008608818054
1.0,1,0.7530896067619324,0.9998008608818054
1.0,1,0.8476034998893738,0.0028053661808371544
1.0,1,0.8315231204032898,0.0028053661808371544
1.0,1,0.34007421135902405,0.9974188804626465
1.0,1,0.7420475482940674,0.9998801350593567
1.0,1,0.6991275548934937,0.9998008608818054
0.0,1,0.3494699001312256,0.6585105657577515
1.0,1,0.6600768566131592,0.9994874596595764
0.0,1,0.4753211438655853,0.8461412787437439
1.0,1,0.7461993098258972,1.0127253532409668
0.0,1,0.41350477933883667,0.9916886687278748
0.0,1,0.8339917659759521,0.9994874596595764
1.0,1,0.46137741208076477,0.8333625197410583
1.0,1,0.44199857115745544,0.7805028557777405
1.0,1,0.5702033638954163,0.9994861483573914
1.0,1,0.5702033638954163,0.9996027946472168
1.0,1,0.7576267123222351,0.9995222091674805
1.0,1,0.6295909285545349,0.007479701191186905
1.0,1,0.498045951128006,0.9996027946472168
1.0,1,0.46137741208076477,0.8292424082756042
0.0,1,0.48931950330734253,9.464793402003124e-05
0.0,1,0.44199857115745544,0.8461412787437439
1.0,1,0.44199857115745544,0.7805028557777405
1.0,1,0.4753211438655853,0.8292424082756042
0.0,1,0.06474117934703827,0.9994874596595764
1.0,1,0.46137741208076477,0.8461412787437439
1.0,1,0.37456265091896057,0.9949272871017456
1.0,1,0.37456265091896057,0.9964309334754944
0.0,1,0.6935603618621826,0.0006501725292764604
1.0,1,0.43142417073249817,0.9998732805252075
1.0,1,0.4666501581668854,0.9999068975448608
1.0,1,0.46137741208076477,0.8293384909629822
1.0,1,0.49201110005378723,0.8292424082756042
1.0,1,0.44199857115745544,0.8293384909629822
1.0,1,0.47215548157691956,0.7805028557777405
1.0,1,0.47215548157691956,0.8293384909629822
1.0,1,0.49201110005378723,0.8461412787437439
0.0,1,0.3825002610683441,0.002685265615582466
1.0,1,0.46137741208076477,0.8292424082756042
1.0,1,0.06474117934703827,0.9676426649093628
1.0,1,0.4753211438655853,0.7805028557777405
1.0,1,0.44199857115745544,0.7805028557777405
1.0,1,0.6644641160964966,0.9998801350593567
1.0,1,0.44199857115745544,0.8333625197410583
1.0,1,0.6554503440856934,0.9998801350593567
1.0,1,0.6186789870262146,0.9999068975448608
0.0,1,0.6464369893074036,8.839309884933755e-05
1.0,1,0.62300705909729,0.9955395460128784
1.0,1,0.6724170446395874,0.9955395460128784
0.0,1,0.4066455364227295,0.9972584843635559
1.0,1,0.31078118085861206,0.1635364592075348
1.0,1,0.47215548157691956,0.8333625197410583
1.0,1,0.44199857115745544,0.8293384909629822
1.0,1,0.46137741208076477,0.8292424082756042
1.0,1,0.11380958557128906,0.9278048872947693
1.0,1,0.230307474732399,0.9999068975448608
1.0,1,0.11380958557128906,0.0008938473183661699
1.0,1,0.7230653762817383,0.9998008608818054
1.0,1,0.6991275548934937,0.9998732805252075
0.0,1,0.5320585370063782,-0.0002208552905358374
1.0,1,0.44199857115745544,0.7805028557777405
1.0,1,0.6377970576286316,0.9930599927902222
1.0,1,0.49201110005378723,0.8461412787437439
1.0,1,0.4665481746196747,0.9998732805252075
1.0,1,0.37680479884147644,0.9998732805252075
1.0,1,0.49201110005378723,0.8333625197410583
1.0,1,0.44199857115745544,0.8333625197410583
1.0,1,0.46137741208076477,0.8293384909629822
1.0,1,0.46137741208076477,0.8461412787437439
1.0,1,0.5572912693023682,1.0000540018081665
1.0,1,0.5572912693023682,0.9996476173400879
1.0,1,0.7461993098258972,0.9996476173400879
0.0,1,0.11380958557128906,-0.18403300642967224
0.0,1,0.47215548157691956,0.8292424082756042
0.0,1,0.34007421135902405,1.0210288763046265
0.0,1,0.47215548157691956,0.8293384909629822
0.0,1,0.4753211438655853,0.8333625197410583
1.0,1,0.7080299258232117,0.9999215602874756
1.0,1,0.6464369893074036,0.6705872416496277
1.0,1,0.47215548157691956,0.8461412787437439
1.0,1,0.49201110005378723,0.8292424082756042
0.0,1,0.49201110005378723,-0.000371493399143219
1.0,1,0.47215548157691956,0.7805028557777405
1.0,1,0.44199857115745544,0.8292424082756042
1.0,1,0.8339917659759521,0.9989840984344482
1.0,1,0.47215548157691956,0.8293384909629822
1.0,1,0.47215548157691956,0.7805028557777405
0.0,1,0.44199857115745544,0.8293384909629822
0.0,1,0.4678732454776764,-0.001191865187138319
1.0,1,0.7530896067619324,0.9998732805252075
1.0,1,0.18431712687015533,1.0090888738632202
0.0,1,0.7304829955101013,0.007479701191186905
1.0,1,0.4753211438655853,0.8333625197410583
0.0,1,0.7477290630340576,0.0006147214444354177
1.0,1,0.46137741208076477,0.7805028557777405
1.0,1,0.6377970576286316,0.9994874596595764
1.0,1,0.7576267123222351,0.9898236393928528
0.0,1,0.5888944864273071,0.0006147214444354177
1.0,1,0.8206526637077332,0.004873016383498907
0.0,1,0.686434805393219,-0.000273913552518934
0.0,1,0.46742233633995056,-0.0004366083594504744
0.0,1,0.4506576359272003,-0.000371493399143219
1.0,1,0.6991275548934937,0.9999068975448608
